0,1,2,3
https://openalex.org/W2167101557,2004,376,"['https://openalex.org/A5027826222', 'https://openalex.org/A5061449196', 'https://openalex.org/A5055710645', 'https://openalex.org/A5025175846', 'https://openalex.org/A5025992076', 'https://openalex.org/A5022886322']"
https://openalex.org/W2061130579,2002,351,"['https://openalex.org/A5055710645', 'https://openalex.org/A5025175846']"
https://openalex.org/W2024665458,2008,329,['https://openalex.org/A5055710645']
https://openalex.org/W2787887656,2018,310,"['https://openalex.org/A5009319874', 'https://openalex.org/A5072647467', 'https://openalex.org/A5008584000', 'https://openalex.org/A5078288116', 'https://openalex.org/A5055710645']"
https://openalex.org/W2125349172,2008,291,"['https://openalex.org/A5066696247', 'https://openalex.org/A5055710645', 'https://openalex.org/A5000679279']"
https://openalex.org/W2148527862,2013,281,"['https://openalex.org/A5048789742', 'https://openalex.org/A5061046334', 'https://openalex.org/A5055710645', 'https://openalex.org/A5091272738']"
https://openalex.org/W2022867359,2012,258,"['https://openalex.org/A5044791875', 'https://openalex.org/A5041348628', 'https://openalex.org/A5055710645']"
https://openalex.org/W2046643693,2011,256,"['https://openalex.org/A5085763758', 'https://openalex.org/A5055710645', 'https://openalex.org/A5040052580', 'https://openalex.org/A5029418921']"
https://openalex.org/W2147154374,2012,242,"['https://openalex.org/A5011012964', 'https://openalex.org/A5076876084', 'https://openalex.org/A5058655480', 'https://openalex.org/A5055710645']"
https://openalex.org/W2963178340,2017,221,"['https://openalex.org/A5065203625', 'https://openalex.org/A5052541789', 'https://openalex.org/A5074393700', 'https://openalex.org/A5055710645', 'https://openalex.org/A5006380227']"
https://openalex.org/W2963982496,2017,210,"['https://openalex.org/A5027041171', 'https://openalex.org/A5004918186', 'https://openalex.org/A5055710645', 'https://openalex.org/A5056551357', 'https://openalex.org/A5064986566']"
https://openalex.org/W2551317447,2017,196,"['https://openalex.org/A5055710645', 'https://openalex.org/A5015520086', 'https://openalex.org/A5091272738', 'https://openalex.org/A5085753634', 'https://openalex.org/A5034703281']"
https://openalex.org/W2950068534,2018,149,"['https://openalex.org/A5055710645', 'https://openalex.org/A5085753634', 'https://openalex.org/A5034703281', 'https://openalex.org/A5052372722']"
https://openalex.org/W3003162384,2020,142,"['https://openalex.org/A5072647467', 'https://openalex.org/A5074825066', 'https://openalex.org/A5055710645', 'https://openalex.org/A5040228064', 'https://openalex.org/A5052541789', 'https://openalex.org/A5014688170']"
https://openalex.org/W4248633940,2018,140,"['https://openalex.org/A5055710645', 'https://openalex.org/A5085753634', 'https://openalex.org/A5034703281', 'https://openalex.org/A5018937306']"
https://openalex.org/W2037859435,2003,254,"['https://openalex.org/A5023537206', 'https://openalex.org/A5060975667', 'https://openalex.org/A5055710645']"
https://openalex.org/W2134353060,2009,203,"['https://openalex.org/A5011012964', 'https://openalex.org/A5066696247', 'https://openalex.org/A5055710645', 'https://openalex.org/A5076876084']"
https://openalex.org/W1975950716,2001,201,"['https://openalex.org/A5064274071', 'https://openalex.org/A5055710645', 'https://openalex.org/A5087136352']"
https://openalex.org/W1897619428,2007,200,['https://openalex.org/A5055710645']
https://openalex.org/W2152886806,2013,159,"['https://openalex.org/A5072263832', 'https://openalex.org/A5038907218', 'https://openalex.org/A5081744093', 'https://openalex.org/A5055710645']"
https://openalex.org/W2232943036,2010,115,"['https://openalex.org/A5017669758', 'https://openalex.org/A5055710645']"
https://openalex.org/W2544588668,2015,103,"['https://openalex.org/A5073697071', 'https://openalex.org/A5055710645', 'https://openalex.org/A5065743725']"
https://openalex.org/W2890416412,2017,99,"['https://openalex.org/A5055710645', 'https://openalex.org/A5015520086', 'https://openalex.org/A5091272738', 'https://openalex.org/A5085753634', 'https://openalex.org/A5034703281']"
https://openalex.org/W4293657805,2014,92,"['https://openalex.org/A5081744093', 'https://openalex.org/A5055710645']"
https://openalex.org/W2808105152,2018,90,['https://openalex.org/A5055710645']
https://openalex.org/W2166771689,2013,87,"['https://openalex.org/A5081744093', 'https://openalex.org/A5055710645', 'https://openalex.org/A5076876084', 'https://openalex.org/A5011012964']"
https://openalex.org/W2913317949,2014,87,"['https://openalex.org/A5039019367', 'https://openalex.org/A5064274071', 'https://openalex.org/A5055710645', 'https://openalex.org/A5040052580']"
https://openalex.org/W2745133928,2017,86,"['https://openalex.org/A5015520086', 'https://openalex.org/A5055710645', 'https://openalex.org/A5091272738', 'https://openalex.org/A5085753634', 'https://openalex.org/A5034703281']"
https://openalex.org/W2964269387,2016,85,"['https://openalex.org/A5021261847', 'https://openalex.org/A5047847314', 'https://openalex.org/A5055710645', 'https://openalex.org/A5091272738']"
https://openalex.org/W35874363,2021,35,"['https://openalex.org/A5081744093', 'https://openalex.org/A5006700143', 'https://openalex.org/A5055710645', 'https://openalex.org/A5003262797', 'https://openalex.org/A5017533451']"
https://openalex.org/W2164195254,2002,140,['https://openalex.org/A5055710645']
https://openalex.org/W2019047955,2007,114,['https://openalex.org/A5055710645']
https://openalex.org/W2169140571,2004,113,"['https://openalex.org/A5055710645', 'https://openalex.org/A5058550942', 'https://openalex.org/A5025992076']"
https://openalex.org/W1990476939,2004,107,"['https://openalex.org/A5064274071', 'https://openalex.org/A5055710645', 'https://openalex.org/A5087136352']"
https://openalex.org/W2083438425,2008,104,"['https://openalex.org/A5055710645', 'https://openalex.org/A5025175846']"
